"SITE_ID","NTL","PTL","CHLA","WSA_ECO9","Year"
"NLA2012-MN-113",3844,236,203.4,"TPL",2012
"NLA2012-MN-114",3006,159,115.733333333333,"UMW",2012
"NLA2012-MN-115",544,56,3.464,"UMW",2012
"NLA2012-MN-116",1026,30,26.24,"UMW",2012
"NLA2012-MN-118",4900,524,122.4,"UMW",2012
"NLA2012-MN-119",1364,152,38.28,"TPL",2012
"NLA2012-MN-120",734,46,25.76,"UMW",2012
"NLA2012-MN-121",1452,54,18.5,"UMW",2012
"NLA2012-MN-122",791,38,3.424,"UMW",2012
"NLA2012-MN-123",1310,91,20.4,"TPL",2012
"NLA2012-MN-126",766,28,14.048,"UMW",2012
"NLA2012-MN-127",1994,110,40.8,"TPL",2012
"NLA2012-MN-130",558,31,7.536,"UMW",2012
"NLA2012-MN-131",1699,82,3,"TPL",2012
"NLA2012-MN-132",976,38,5.24571428571429,"UMW",2012
"NLA2012-MN-135",3875,259,80,"TPL",2012
"NLA2012-MN-136",904,82,13.44,"UMW",2012
"NLA2012-MN-137",4638,272,107.2,"TPL",2012
"NLA2012-MN-138",382,28,4.64,"UMW",2012
"NLA2012-MN-141",531,41,4.384,"UMW",2012
"NLA2012-MN-143",1885,69,30.1333333333333,"UMW",2012
"NLA2012-MN-144",670,25,1.632,"UMW",2012
"NLA2012-MN-145",687,28,3.008,"UMW",2012
"NLA2012-MN-147",744,45,10.2285714285714,"UMW",2012
"NLA2012-MN-150",764,17,6.08,"UMW",2012
"NLA2012-MN-152",1756,132,59.6,"UMW",2012
"NLA2012-MN-153",586,22,6.704,"UMW",2012
"NLA2012-MN-157",2049,86,50.4,"UMW",2012
"NLA2012-MN-158",4363,425,97.6,"TPL",2012
"NLA2012-MN-160",900,40,15.16,"UMW",2012
"NLA2012-MN-162",874,23,7.536,"UMW",2012
"NLA2012-MN-163",1268,107,68.16,"UMW",2012
"NLA2012-MN-167",1580,172,48.8,"TPL",2012
"NLA2012-MN-170",396,32,5.512,"UMW",2012
"NLA2012-MN-171",1960,72,18.6933333333333,"TPL",2012
"NLA2012-MN-177",2358,243,77.2,"UMW",2012
"NLA2012-MN-180",1401,40,18.32,"UMW",2012
"NLA2012-MN-181",941,49,2.592,"UMW",2012
"NLA2012-MN-R01",540,11,1.558,"UMW",2012
"NLA2012-MN-R12",668,25,5.76,"UMW",2012
"NLA2012-MN-R13",872,28,9.6,"UMW",2012
"NLA2012-MN-R14",519,30,14.64,"UMW",2012
"NLA2012-MO-101",1318,97,64.8,"TPL",2012
"NLA2012-MO-102",802,48,34.88,"SAP",2012
"NLA2012-MO-103",689,34,17.12,"TPL",2012
"NLA2012-MO-104",246,25,2.136,"SAP",2012
"NLA2012-MO-105",476,42,20,"SAP",2012
"NLA2012-MO-106",1126,110,66.6,"SAP",2012
"NLA2012-MO-107",985,200,65.2,"CPL",2012
"NLA2012-MO-108",300,20,2.192,"SAP",2012
"NLA2012-MO-109",1068,67,29.4,"TPL",2012
"NLA2012-MO-110",354,29,6.656,"SAP",2012
"NLA2012-MO-115",674,50,18.08,"TPL",2012
"NLA2012-MO-117",245,10,1.192,"SAP",2012
"NLA2012-MO-119",326,27,4.336,"TPL",2012
"NLA2012-MO-120",1305,69,46,"TPL",2012
"NLA2012-MO-122",2289,235,86.4,"TPL",2012
"NLA2012-MO-123",1295,135,56.6666666666667,"TPL",2012
"NLA2012-MO-126",2232,392,117.666666666667,"TPL",2012
"NLA2012-MO-R01",195,8,1.184,"SAP",2012
"NLA2012-MO-R02",401,18,2.68266666666667,"SAP",2012
"NLA2012-MS-101",1041,124,49.6,"CPL",2012
"NLA2012-MS-103",440,54,21.4,"CPL",2012
"NLA2012-MS-104",1316,129,34.08,"CPL",2012
"NLA2012-MS-105",296,21,9.696,"CPL",2012
"NLA2012-MS-106",439,33,25.76,"CPL",2012
"NLA2012-MS-107",554,212,25.6,"CPL",2012
"NLA2012-MS-112",506,37,6.348,"CPL",2012
"NLA2012-MS-113",270,20,3.552,"CPL",2012
"NLA2012-MS-116",396,22,3.944,"CPL",2012
"NLA2012-MS-119",990,45,23.04,"CPL",2012
"NLA2012-MS-125",6188,1689,217.6,"CPL",2012
"NLA2012-MS-126",760,82,27.2,"CPL",2012
"NLA2012-MS-128",456,20,8.576,"CPL",2012
"NLA2012-MS-R03",1226,66,55.84,"CPL",2012
"NLA2012-MT-102",168,21,0.884571428571429,"WMT",2012
"NLA2012-MT-103",1599,339,3.296,"NPL",2012
"NLA2012-MT-104",216,29,0.637333333333333,"NPL",2012
"NLA2012-MT-105",82,20,1.014,"WMT",2012
"NLA2012-MT-106",166,11,0.464,"NPL",2012
"NLA2012-MT-107",1620,42,6.616,"NPL",2012
"NLA2012-MT-108",2068,1344,8.56,"NPL",2012
"NLA2012-MT-109",574,43,5.23733333333333,"NPL",2012
"NLA2012-MT-110",166,23,1.252,"WMT",2012
"NLA2012-MT-111",69,16,1.134,"WMT",2012
"NLA2012-MT-113",98,17,0.600201409869084,"NPL",2012
"NLA2012-MT-118",1453,1378,13.28,"NPL",2012
"NLA2012-MT-119",4175,390,143.6,"NPL",2012
"NLA2012-MT-120",168,12,1.03,"WMT",2012
"NLA2012-MT-124",41,16,0.742,"WMT",2012
"NLA2012-MT-126",3195,355,1.572,"NPL",2012
"NLA2012-MT-135",3344,343,231.12,"NPL",2012
"NLA2012-MT-136",113,10,0.684,"WMT",2012
"NLA2012-MT-138",882,78,11.296,"NPL",2012
"NLA2012-MT-140",29,8,0.338,"WMT",2012
"NLA2012-MT-142",1901,103,2.224,"NPL",2012
"NLA2012-MT-143",1314,29,0.63,"NPL",2012
"NLA2012-MT-144",601,91,5,"NPL",2012
"NLA2012-MT-151",3550,738,57.6,"NPL",2012
"NLA2012-MT-152",249,11,1.204,"WMT",2012
"NLA2012-MT-154",13413,3436,35.7714285714286,"NPL",2012
"NLA2012-MT-156",160,28,1.34666666666667,"NPL",2012
"NLA2012-MT-160",930,74,30.312,"NPL",2012
"NLA2012-MT-161",604,65,5.32,"NPL",2012
"NLA2012-MT-162",82,8,1.624,"WMT",2012
"NLA2012-MT-164",901,10,1.782,"WMT",2012
"NLA2012-MT-177",1352,46,2.19733333333333,"NPL",2012
"NLA2012-NC-101",291,38,13.248,"SAP",2012
"NLA2012-NC-103",114,11,3.12,"CPL",2012
"NLA2012-NC-104",650,36,7.52,"CPL",2012
"NLA2012-NC-105",41,15,0.864,"SAP",2012
"NLA2012-NC-107",657,26,31.2,"CPL",2012
"NLA2012-NC-108",94,26,2.03428571428571,"SAP",2012
"NLA2012-NC-109",115,12,2.05,"SAP",2012
"NLA2012-NC-114",878,116,56.2666666666667,"SAP",2012
"NLA2012-NC-115",788,58,13.2266666666667,"CPL",2012
"NLA2012-NC-116",490,66,24.96,"SAP",2012
"NLA2012-NC-124",1622,140,92.016,"SAP",2012
"NLA2012-NC-127",294,19,7.72571428571429,"CPL",2012
"NLA2012-NC-134",756,45,25.44,"SAP",2012
"NLA2012-ND-101",1552,414,13.44,"TPL",2012
"NLA2012-ND-102",2750,254,59.2,"TPL",2012
"NLA2012-ND-103",2085,88,19.15,"NPL",2012
"NLA2012-ND-104",2408,274,41.4,"NPL",2012
"NLA2012-ND-105",1721,328,23.92,"TPL",2012
"NLA2012-ND-106",1615,89,13.2,"TPL",2012
"NLA2012-ND-107",3125,99,19.48,"NPL",2012
"NLA2012-ND-108",6788,603,446.4,"NPL",2012
"NLA2012-ND-109",2830,176,13.4666666666667,"NPL",2012
"NLA2012-ND-110",1956,203,6.8,"NPL",2012
"NLA2012-ND-112",1900,147,3.28,"NPL",2012
"NLA2012-ND-113",1689,49,11.2,"TPL",2012
"NLA2012-ND-114",1564,153,17.28,"NPL",2012
"NLA2012-ND-115",1509,70,7.48,"NPL",2012
"NLA2012-ND-118",2715,230,1.76,"NPL",2012
"NLA2012-ND-119",2508,840,11.64,"TPL",2012
"NLA2012-ND-126",3088,751,62.8,"NPL",2012
"NLA2012-ND-129",3680,839,283.2,"NPL",2012
"NLA2012-ND-131",1140,36,2.91733333333333,"NPL",2012
"NLA2012-ND-134",2336,302,24.4,"NPL",2012
"NLA2012-ND-139",2668,131,2.732,"NPL",2012
"NLA2012-ND-145",1372,91,20.3692307692308,"NPL",2012
"NLA2012-ND-146",2693,128,24.96,"TPL",2012
"NLA2012-ND-149",6200,1254,164,"NPL",2012
"NLA2012-ND-151",3125,272,48.96,"NPL",2012
"NLA2012-ND-155",5119,3590,0.708,"NPL",2012
"NLA2012-ND-156",3590,432,78.56,"NPL",2012
"NLA2012-ND-160",1981,53,7.24,"NPL",2012
"NLA2012-ND-162",1958,88,21.6,"TPL",2012
"NLA2012-ND-163",1953,138,27.2,"NPL",2012
"NLA2012-ND-164",3373,333,39.4893617021277,"NPL",2012
"NLA2012-ND-167",3775,322,42.576,"NPL",2012
"NLA2012-ND-172",2713,317,82.24,"NPL",2012
"NLA2012-ND-173",1831,81,3.004,"NPL",2012
"NLA2012-ND-178",950,51,2.868,"TPL",2012
"NLA2012-ND-186",1194,68,8.16,"NPL",2012
"NLA2012-ND-187",1054,43,7.04,"NPL",2012
"NLA2012-ND-190",4781,359,229.714285714286,"TPL",2012
"NLA2012-ND-193",3333,279,81.12,"NPL",2012
"NLA2012-ND-194",5738,599,460.8,"TPL",2012
"NLA2012-ND-196",1901,91,17.1733333333333,"NPL",2012
"NLA2012-ND-198",1875,78,8.4,"TPL",2012
"NLA2012-ND-199",2515,61,6.24,"TPL",2012
"NLA2012-ND-202",4213,67,39.2,"NPL",2012
"NLA2012-ND-R17",2395,70,27.867,"NPL",2012
"NLA2012-ND-R18",1236,98,20.4,"NPL",2012
"NLA2012-NE-101",922,219,27.36,"SPL",2012
"NLA2012-NE-102",7750,498,182.666666666667,"SPL",2012
"NLA2012-NE-103",1057,310,32.2666666666667,"SPL",2012
"NLA2012-NE-104",2304,237,157.86,"SPL",2012
"NLA2012-NE-105",3663,450,48.467,"SPL",2012
"NLA2012-NE-106",1905,144,98.6666666666667,"TPL",2012
"NLA2012-NE-107",4450,277,28,"SPL",2012
"NLA2012-NE-108",6225,673,269.333333333333,"SPL",2012
"NLA2012-NE-109",722,59,12.0133333333333,"SPL",2012
"NLA2012-NE-110",4163,1399,257.6,"TPL",2012
"NLA2012-NE-111",837,140,7.42857142857143,"SPL",2012
"NLA2012-NE-112",1905,128,5.28,"SPL",2012
"NLA2012-NE-113",5600,268,120.8,"SPL",2012
"NLA2012-NE-114",330,241,5.82,"SPL",2012
"NLA2012-NE-121",8475,374,218.666666666667,"SPL",2012
"NLA2012-NE-125",9088,455,212,"SPL",2012
"NLA2012-NE-127",17400,566,19.7333333333333,"SPL",2012
"NLA2012-NE-129",2109,225,160.64,"TPL",2012
"NLA2012-NE-133",1999,96,2.66,"SPL",2012
"NLA2012-NE-135",51313,3636,233.6,"SPL",2012
"NLA2012-NE-149",4500,421,248,"SPL",2012
"NLA2012-NE-154",3513,873,114.933333333333,"TPL",2012
"NLA2012-NE-156",12875,1156,424,"SPL",2012
"NLA2012-NE-157",691,47,15.76,"TPL",2012
"NLA2012-NE-158",2396,697,5.48,"SPL",2012
"NLA2012-NE-160",616,81,21.3714285714286,"SPL",2012
"NLA2012-NE-166",900,104,24.1,"SPL",2012
"NLA2012-NE-170",4025,319,248.76,"TPL",2012
"NLA2012-NH-101",145,22,2.344,"NAP",2012
"NLA2012-NH-102",388,20,5.408,"NAP",2012
"NLA2012-NH-103",132,6,1.74,"NAP",2012
"NLA2012-NH-104",225,18,3.948,"NAP",2012
"NLA2012-NH-105",414,27,3.8,"NAP",2012
"NLA2012-NH-107",450,18,6.192,"NAP",2012
"NLA2012-NH-108",266,27,3.368,"NAP",2012
"NLA2012-NH-109",125,7,0.6112,"NAP",2012
"NLA2012-NH-111",239,13,3.48,"NAP",2012
"NLA2012-NH-112",159,15,2.24,"NAP",2012
"NLA2012-NH-115",248,12,1.984,"NAP",2012
"NLA2012-NH-R04",181,14,0.604,"NAP",2012
"NLA2012-NJ-101",592,49,19.0857142857143,"NAP",2012
"NLA2012-NJ-102",827,158,27.9,"NAP",2012
"NLA2012-NJ-103",965,57,35.76,"SAP",2012
"NLA2012-NJ-104",399,39,21.64,"CPL",2012
"NLA2012-NJ-105",426,12,3.216,"NAP",2012
"NLA2012-NJ-106",1002,87,105.84,"NAP",2012
"NLA2012-NJ-107",465,49,15.728,"NAP",2012
"NLA2012-NJ-108",762,24,3.744,"CPL",2012
"NLA2012-NJ-118",688,38,7.9,"NAP",2012
"NLA2012-NJ-119",336,17,4.92666666666667,"NAP",2012
"NLA2012-NJ-131",312,7,2.90133333333333,"CPL",2012
"NLA2012-NJ-R01",466,25,11.472,"NAP",2012
"NLA2012-NM-104",180,30,4.52,"XER",2012
"NLA2012-NM-105",1348,77,8.58666666666667,"SPL",2012
"NLA2012-NM-117",1129,25,4.65833333333333,"WMT",2012
"NLA2012-NM-129",505,24,1.58,"SPL",2012
"NLA2012-NM-132",1231,231,23.521,"WMT",2012
"NLA2012-NM-134",129,17,1.83,"XER",2012
"NLA2012-NM-138",305,152,1.915,"WMT",2012
"NLA2012-NM-150",939,159,34.4,"XER",2012
"NLA2012-NM-152",1511,256,12.88,"SPL",2012
"NLA2012-NM-160",611,214,3.28,"SPL",2012
"NLA2012-NM-161",214,16,1.715,"WMT",2012
"NLA2012-NM-162",626,56,1.93,"WMT",2012
"NLA2012-NV-101",1061,437,6.528,"XER",2012
"NLA2012-NV-102",645,138,4.71466666666667,"XER",2012
"NLA2012-NV-103",462,27,0.334,"XER",2012
"NLA2012-NV-104",572,125,3.10153846153846,"XER",2012
"NLA2012-NV-105",389,246,4.30588235294118,"XER",2012
"NLA2012-NV-106",588,173,3.84,"XER",2012
"NLA2012-NV-109",606,83,0.329142857142857,"XER",2012
"NLA2012-NV-119",510,108,5.488,"XER",2012
"NLA2012-NV-127",572,43,1.815,"XER",2012
"NLA2012-NV-137",351,230,4.288,"XER",2012
"NLA2012-NV-141",1102,137,5.14133333333333,"XER",2012
"NLA2012-NV-144",206,20,11.6444444444444,"XER",2012
"NLA2012-NV-167",845,150,0.410133333333333,"XER",2012
"NLA2012-NV-177",415,88,1.77142857142857,"XER",2012
"NLA2012-NV-193",445,21,2.064,"WMT",2012
"NLA2012-NV-R01",75,12,1.908,"XER",2012
"NLA2012-NY-0101",217,10,0.912727272727273,"NAP",2012
"NLA2012-NY-0102",396,16,1.17142857142857,"NAP",2012
"NLA2012-NY-0103",111,4,1.28,"NAP",2012
"NLA2012-NY-0104",429,55,4.7,"NAP",2012
"NLA2012-NY-0106",248,14,1.844,"NAP",2012
"NLA2012-NY-0108",694,124,41.6,"NAP",2012
"NLA2012-NY-0109",485,26,12.64,"NAP",2012
"NLA2012-NY-0110",321,11,2.20266666666667,"NAP",2012
"NLA2012-NY-0111",426,12,1.691,"NAP",2012
"NLA2012-NY-0112",486,33,5.13777777777778,"NAP",2012
"NLA2012-NY-R02",224,12,1.05,"NAP",2012
"NLA2012-NY-R03",251,9,2.664,"NAP",2012
"NLA2012-NY-R04",1271,136,71.2,"NAP",2012
"NLA2012-NY-R06",340,23,16.48,"NAP",2012
"NLA2012-NY-R07",1807,176,92,"NAP",2012
"NLA2012-NY-R08",289,17,2.38,"NAP",2012
"NLA2012-NY-R11",140,9,1.38,"NAP",2012
"NLA2012-OAHU12-12",781,40,29.12,NA,2012
"NLA2012-OAHU12-23",544,63,32.16,NA,2012
"NLA2012-OH-101",1326,159,74.56,"TPL",2012
"NLA2012-OH-102",2129,572,81.6,"TPL",2012
"NLA2012-OH-103",353,17,3.76,"SAP",2012
"NLA2012-OH-104",1226,88,53.92,"TPL",2012
"NLA2012-OH-105",1360,138,111.2,"TPL",2012
"NLA2012-OH-106",448,21,9.06666666666667,"SAP",2012
"NLA2012-OH-107",1949,128,105.984,"NAP",2012
"NLA2012-OH-112",520,26,8.587,"TPL",2012
"NLA2012-OH-113",1777,164,88.8,"SAP",2012
"NLA2012-OH-115",234,9,3.188,"SAP",2012
"NLA2012-OH-118",149,5,1.22,"TPL",2012
"NLA2012-OH-122",1475,109,64.32,"TPL",2012
"NLA2012-OH-127",207,8,1.712,"SAP",2012
"NLA2012-OH-134",1395,289,77.44,"TPL",2012
"NLA2012-OH-136",2745,185,204.48,"NAP",2012
"NLA2012-OH-137",845,41,36.2571428571429,"NAP",2012
"NLA2012-OH-R02",445,10,4.4,"NAP",2012
"NLA2012-OH-R03",460,22,5.344,"NAP",2012
"NLA2012-OK-R01",594,28,11.7714285714286,"SPL",2012
"NLA2012-OK-R09",837,46,17.44,"SPL",2012
"NLA2012-OR-101",839,332,6.49295774647887,"XER",2012
"NLA2012-OR-102",1199,452,11.28,"XER",2012
"NLA2012-OR-103",82,65,0.701333333333333,"WMT",2012
"NLA2012-OR-104",186,32,2.82133333333333,"WMT",2012
"NLA2012-OR-105",288,48,3.744,"WMT",2012
"NLA2012-OR-106",16,62,0.997894736842105,"WMT",2012
"NLA2012-OR-107",173,18,1.01333333333333,"WMT",2012
"NLA2012-OR-109",29,9,0.1216,"WMT",2012
"NLA2012-OR-110",195,21,3.71967654986523,"WMT",2012
"NLA2012-OR-111",2424,306,14.9,"XER",2012
"NLA2012-OR-112",348,125,8.11428571428571,"WMT",2012
"NLA2012-OR-113",213,25,1.624,"WMT",2012
"NLA2012-OR-121",190,39,0.769230769230769,"WMT",2012
"NLA2012-OR-123",191,37,11.872,"WMT",2012
"NLA2012-OR-126",130,26,1.468,"WMT",2012
"NLA2012-OR-128",170,23,5.32307692307692,"WMT",2012
"NLA2012-OR-129",171,20,2.832,"WMT",2012
"NLA2012-OR-131",625,197,20.2285714285714,"WMT",2012
"NLA2012-OR-133",160,20,1.424,"WMT",2012
"NLA2012-OR-144",296,17,1.19466666666667,"WMT",2012
"NLA2012-OR-145",181,12,2.71111111111111,"WMT",2012
"NLA2012-OR-154",578,288,2.392,"WMT",2012
"NLA2012-OR-155",411,51,15.776,"WMT",2012
"NLA2012-OR-158",3125,187,45.6,"WMT",2012
"NLA2012-OR-160",245,30,0.692,"WMT",2012
"NLA2012-OR-163",208,9,3.41142857142857,"WMT",2012
"NLA2012-OR-167",480,117,20.6857142857143,"WMT",2012
"NLA2012-OR-169",34,25,0.428,"WMT",2012
"NLA2012-OR-173",82,4,0.725333333333333,"WMT",2012
"NLA2012-PA-R10",121,10,0.396,"SAP",2012
"NLA2012-PA-R11",141,22,4.2,"SAP",2012
"NLA2012-RI-102",330,18,5.152,"NAP",2012
"NLA2012-RI-103",283,20,3.064,"NAP",2012
"NLA2012-RI-104",302,20,6.528,"NAP",2012
"NLA2012-RI-108",291,16,2.616,"NAP",2012
"NLA2012-RI-110",679,36,24.32,"NAP",2012
"NLA2012-RI-111",596,24,9.33846153846154,"NAP",2012
"NLA2012-RI-112",582,47,9.5,"NAP",2012
"NLA2012-RI-113",601,29,10.88,"NAP",2012
"NLA2012-SC-102",779,44,36.24,"CPL",2012
"NLA2012-SC-103",53,22,1.348,"SAP",2012
"NLA2012-SC-105",837,61,29.3333333333333,"CPL",2012
"NLA2012-SC-106",238,37,4.69714285714286,"SAP",2012
"NLA2012-SC-108",498,32,11.4933333333333,"CPL",2012
"NLA2012-SC-112",300,12,2.60571428571429,"CPL",2012
"NLA2012-SC-118",349,51,12.8,"CPL",2012
"NLA2012-SC-127",630,25,10.88,"CPL",2012
"NLA2012-SD-101",348,27,2.74,"NPL",2012
"NLA2012-SD-102",1931,709,10.8,"TPL",2012
"NLA2012-SD-103",1891,67,13.7,"TPL",2012
"NLA2012-SD-104",1329,119,3.112,"TPL",2012
"NLA2012-SD-105",1895,100,42.84,"NPL",2012
"NLA2012-SD-106",687,42,5.904,"TPL",2012
"NLA2012-SD-107",804,39,11.04,"WMT",2012
"NLA2012-SD-108",1022,57,9.95555555555556,"NPL",2012
"NLA2012-SD-109",2259,501,43.1,"TPL",2012
"NLA2012-SD-110",1735,167,16.52,"TPL",2012
"NLA2012-SD-111",3881,162,90.72,"TPL",2012
"NLA2012-SD-114",3031,144,53.6,"TPL",2012
"NLA2012-SD-115",1921,187,70.7692307692308,"TPL",2012
"NLA2012-SD-119",2238,390,59.7333333333333,"NPL",2012
"NLA2012-SD-122",2421,147,31.04,"TPL",2012
"NLA2012-SD-124",2693,236,62.8,"NPL",2012
"NLA2012-SD-126",3550,316,93.7142857142857,"TPL",2012
"NLA2012-SD-130",1951,126,23.36,"TPL",2012
"NLA2012-SD-131",3863,336,148.32,"NPL",2012
"NLA2012-SD-132",1992,366,33.6,"NPL",2012
"NLA2012-SD-133",1841,304,72.9257142857143,"NPL",2012
"NLA2012-SD-134",2731,928,57.2307692307692,"NPL",2012
"NLA2012-SD-137",1888,475,0.576,"NPL",2012
"NLA2012-SD-138",779,49,2.52,"TPL",2012
"NLA2012-SD-140",851,68,8.112,"NPL",2012
"NLA2012-SD-141",2535,39,6.2,"NPL",2012
"NLA2012-SD-143",54000,32,7.41333333333333,"NPL",2012
"NLA2012-SD-146",1744,25,7.936,"TPL",2012
"NLA2012-SD-147",2563,554,57,"NPL",2012
"NLA2012-SD-150",3094,99,13,"NPL",2012
"NLA2012-SD-154",2900,753,35.5692307692308,"TPL",2012
"NLA2012-SD-157",2420,84,32.508,"NPL",2012
"NLA2012-SD-158",1784,610,17.28,"TPL",2012
"NLA2012-SD-162",2352,815,85.44,"TPL",2012
"NLA2012-SD-165",1369,357,1.912,"NPL",2012
"NLA2012-SD-166",1105,71,6.376,"TPL",2012
"NLA2012-SD-168",1758,293,16.88,"NPL",2012
"NLA2012-SD-170",3400,137,25.4666666666667,"TPL",2012
"NLA2012-SD-172",1555,70,3.688,"NPL",2012
"NLA2012-SD-182",912,35,1.92,"TPL",2012
"NLA2012-SD-183",344,41,4.672,"NPL",2012
"NLA2012-SD-189",2400,147,38.736,"NPL",2012
"NLA2012-SD-198",2132,419,1.914,"TPL",2012
"NLA2012-SD-212",1223,346,0.334,"NPL",2012
"NLA2012-TN-101",991,129,49.76,"SAP",2012
"NLA2012-TN-103",3000,359,30.72,"SAP",2012
"NLA2012-TN-104",260,13,5.112,"SAP",2012
"NLA2012-TN-106",476,43,28,"CPL",2012
"NLA2012-TN-108",1794,628,69.6,"SAP",2012
"NLA2012-TN-113",1099,120,109.584,"CPL",2012
"NLA2012-TN-114",1922,50,29.92,"CPL",2012
"NLA2012-TN-119",841,51,23.04,"SAP",2012
"NLA2012-TN-122",510,48,19.04,"CPL",2012
"NLA2012-TN-R01",131,21,3.384,"SAP",2012
"NLA2012-TX-101",1014,181,48.4,"SPL",2012
"NLA2012-TX-103",970,49,14.5,"SPL",2012
"NLA2012-TX-104",896,111,11.632,"SPL",2012
"NLA2012-TX-105",590,35,37.28,"CPL",2012
"NLA2012-TX-107",830,43,3.744,"SPL",2012
"NLA2012-TX-109",805,35,11.2,"CPL",2012
"NLA2012-TX-110",610,26,14.8571428571429,"SPL",2012
"NLA2012-TX-111",1589,28,12.704,"SPL",2012
"NLA2012-TX-112",419,23,3.592,"SPL",2012
"NLA2012-TX-113",869,60,40.64,"CPL",2012
"NLA2012-TX-114",601,95,57,"SPL",2012
"NLA2012-TX-116",633,34,4.72,"SPL",2012
"NLA2012-TX-117",1656,239,88.8,"CPL",2012
"NLA2012-TX-118",1199,86,25.4,"CPL",2012
"NLA2012-TX-121",1264,204,40.8,"CPL",2012
"NLA2012-TX-124",596,25,12.08,"SPL",2012
"NLA2012-TX-128",529,56,5.52,"SPL",2012
"NLA2012-TX-129",1044,59,12.288,"CPL",2012
"NLA2012-TX-135",2894,114,30.24,"CPL",2012
"NLA2012-TX-136",1669,113,29.8666666666667,"SPL",2012
"NLA2012-TX-137",590,30,2.436,"CPL",2012
"NLA2012-TX-141",445,30,7.064,"CPL",2012
"NLA2012-TX-144",470,30,6.848,"SPL",2012
"NLA2012-TX-148",595,64,5.64,"SPL",2012
"NLA2012-TX-152",5913,486,373.333333333333,"SPL",2012
"NLA2012-TX-157",579,58,24.48,"CPL",2012
"NLA2012-TX-158",806,88,26.6,"CPL",2012
"NLA2012-TX-159",1368,100,20,"SPL",2012
"NLA2012-TX-160",899,79,60.48,"SPL",2012
"NLA2012-TX-161",743,171,14.176,"CPL",2012
"NLA2012-TX-165",436,26,7.9,"CPL",2012
"NLA2012-TX-169",4065,54,1.24533333333333,"CPL",2012
"NLA2012-TX-170",1222,84,51.2,"CPL",2012
"NLA2012-TX-176",1356,130,21.216,"SPL",2012
"NLA2012-TX-182",609,39,5.54666666666667,"SPL",2012
"NLA2012-TX-187",1070,167,40.0941176470588,"CPL",2012
"NLA2012-TX-190",349,30,2.90285714285714,"SPL",2012
"NLA2012-TX-195",655,89,42.6666666666667,"CPL",2012
"NLA2012-TX-196",898,88,27.2,"SPL",2012
"NLA2012-TX-199",4650,525,148,"CPL",2012
"NLA2012-TX-201",754,43,15.504,"CPL",2012
"NLA2012-TX-202",1712,116,25.28,"SPL",2012
"NLA2012-TX-205",1013,17,7.46666666666667,"CPL",2012
"NLA2012-TX-218",1753,122,98,"SPL",2012
"NLA2012-TX-232",979,35,11.968,"CPL",2012
"NLA2012-TX-234",882,54,9.16363636363636,"SPL",2012
"NLA2012-TX-235",1432,88,44.48,"CPL",2012
"NLA2012-TX-R02",365,41,8.44,"CPL",2012
"NLA2012-TX-R08",920,113,40,"CPL",2012
"NLA2012-TX-R09",456,27,7.968,"CPL",2012
"NLA2012-UT-101",156,15,3.58666666666667,"WMT",2012
"NLA2012-UT-102",186,21,1.668,"XER",2012
"NLA2012-UT-103",189,23,6.35333333333333,"WMT",2012
"NLA2012-UT-104",259,65,2,"XER",2012
"NLA2012-UT-105",291,23,2.568,"WMT",2012
"NLA2012-UT-108",440,80,6,"WMT",2012
"NLA2012-UT-109",1855,96,33.6,"XER",2012
"NLA2012-UT-110",431,29,1.09538461538462,"XER",2012
"NLA2012-UT-112",606,60,10.1142857142857,"WMT",2012
"NLA2012-UT-118",199,23,1.36,"WMT",2012
"NLA2012-UT-122",159,10,5.08,"WMT",2012
"NLA2012-UT-125",207,20,0.664,"WMT",2012
"NLA2012-UT-126",281,12,0.486857142857143,"WMT",2012
"NLA2012-UT-128",1258,72,21.48,"XER",2012
"NLA2012-UT-137",1252,147,15.04,"WMT",2012
"NLA2012-UT-141",1339,193,47.8,"XER",2012
"NLA2012-UT-147",431,14,9.61142857142857,"WMT",2012
"NLA2012-UT-148",2022,265,74.8,"XER",2012
"NLA2012-UT-159",220,11,1.50933333333333,"WMT",2012
"NLA2012-UT-160",225,30,0.704,"XER",2012
"NLA2012-UT-165",641,41,1.46,"WMT",2012
"NLA2012-UT-167",473,27,0.867175572519084,"XER",2012
"NLA2012-UT-169",211,23,1.56,"WMT",2012
"NLA2012-UT-173",162,36,2.392,"XER",2012
"NLA2012-UT-186",428,118,11.84,"WMT",2012
"NLA2012-UT-196",266,17,1.34,"WMT",2012
"NLA2012-UT-203",114,6,0.56,"WMT",2012
"NLA2012-UT-210",282,51,2.72,"WMT",2012
"NLA2012-UT-218",230,28,3.85882352941176,"WMT",2012
"NLA2012-UT-222",1466,83,14.25,"WMT",2012
"NLA2012-UT-229",424,37,3.516,"WMT",2012
"NLA2012-UT-260",285,21,3.564,"WMT",2012
"NLA2012-UT-264",511,104,24.1,"WMT",2012
"NLA2012-UT-290",849,66,3.90769230769231,"XER",2012
"NLA2012-UT-294",140,24,0.92,"WMT",2012
"NLA2012-UT-324",220,19,1.85066666666667,"WMT",2012
"NLA2012-UT-325",310,30,4.48,"WMT",2012
"NLA2012-UT-343",1005,85,0.3148,"WMT",2012
"NLA2012-UT-359",3250,542,173.2,"XER",2012
"NLA2012-UT-374",211,25,1.676,"XER",2012
"NLA2012-UT-392",645,55,4.2,"XER",2012
