"SITE_ID","NTL","PTL","CHLA","WSA_ECO9","ALBERS_X","ALBERS_Y","Year"
"NLA2012-IN-171",340,33,11.952,"SAP",843758.67505,241365.17056,2012
"NLA2012-IN-172",1116,11,2.16,"UMW",842303.77916,480905.39873,2012
"NLA2012-IN-174",468,17,3.204,"TPL",751856.22075,90363.78875,2012
"NLA2012-IN-179",6600,962,171,"TPL",867941.64156,300979.02502,2012
"NLA2012-IN-180",618,49,13.44,"TPL",715288.9756,83555.828197,2012
"NLA2012-IN-183",1545,416,12.976,"TPL",774162.77465,175662.58721,2012
"NLA2012-IN-185",771,64,30,"UMW",873939.85778,477415.06648,2012
"NLA2012-IN-186",484,15,2.736,"UMW",868383.10568,521620.51502,2012
"NLA2012-IN-187",285,11,5.04,"TPL",919064.9471,530052.5507,2012
"NLA2012-IN-191",1943,147,56.1,"TPL",925881.36878,213779.05216,2012
"NLA2012-IN-193",350,9,5.104,"TPL",836199.2764,311616.64677,2012
"NLA2012-IN-196",592,17,4.16571428571429,"UMW",849496.0912,485888.65799,2012
"NLA2012-IN-199",536,31,4.18,"UMW",893870.0681,514440.67786,2012
"NLA2012-IN-201",2590,63,24.48,"TPL",744438.61423,221371.81028,2012
"NLA2012-IN-202",955,50,10.88,"TPL",879272.54893,155257.28923,2012
"NLA2012-KS-101",2002,801,6.43333333333333,"SPL",-117422.9609,206194.30541,2012
"NLA2012-KS-102",885,53,8.56470588235294,"SPL",-331841.2478,-5619.228202,2012
"NLA2012-KS-103",504,28,12.5935483870968,"TPL",18906.529475,168162.98755,2012
"NLA2012-KS-105",1409,190,44.4,"SPL",-197563.2903,19784.799356,2012
"NLA2012-KS-106",1024,95,29.3333333333333,"SPL",969.3628,-34364.91047,2012
"NLA2012-KS-107",368,28,7.58620689655172,"TPL",-26879.68648,70200.557483,2012
"NLA2012-KS-108",1194,261,50.4,"TPL",46197.425325,239798.86102,2012
"NLA2012-KS-109",628,47,9.92,"TPL",81683.9523,207633.1984,2012
"NLA2012-KS-121",643,68,21.7142857142857,"TPL",22920.775625,108293.16636,2012
"NLA2012-KS-122",534,60,20,"SPL",-201376.8638,226568.09662,2012
"NLA2012-KS-124",677,103,19.71,"TPL",-74410.69266,-11515.15293,2012
"NLA2012-KS-125",309,16,3.06666666666667,"TPL",103769.5221,186320.31269,2012
"NLA2012-KS-126",2130,455,6.336,"TPL",80822.02891,-517.744715,2012
"NLA2012-KS-130",967,45,14.688,"TPL",106110.7422,146217.38433,2012
"NLA2012-KS-138",329,12,3.58857142857143,"SPL",-122067.0219,15957.135008,2012
"NLA2012-KS-R02",650,47,10.576,"TPL",96249.902805,70296.926912,2012
"NLA2012-KS-R07",775,71,24.64,"TPL",-70059.93263,-44284.28553,2012
"NLA2012-KS-R08",606,37,16.16,"TPL",1770.11595,144735.60752,2012
"NLA2012-KS-R11",328,25,3.896,"SPL",-16281.34663,-29809.53731,2012
"NLA2012-KY-101",136,16,1.16,"SAP",1084951.7044,-21739.58792,2012
"NLA2012-KY-102",379,25,13.376,"SAP",733324.05505,-16297.38116,2012
"NLA2012-KY-104",2498,483,133.14,"CPL",590829.5372,-90841.43521,2012
"NLA2012-KY-107",822,50,44.2666666666667,"SAP",1025371.3184,85837.298643,2012
"NLA2012-KY-114",1372,25,10.8,"TPL",862371.8622,26334.83774,2012
"NLA2012-KY-116",415,26,2.59333333333333,"TPL",742560.81285,16507.857617,2012
"NLA2012-KY-117",775,75,22.56,"SAP",917131.93288,130892.49411,2012
"NLA2012-KY-120",1254,158,78.3333333333333,"CPL",662477.71773,-43795.80613,2012
"NLA2012-KY-122",1030,95,48.5454545454545,"SAP",939860.42525,133010.33881,2012
"NLA2012-LA-101",1453,361,100.533333333333,"CPL",424056.91585,-642027.0744,2012
"NLA2012-LA-102",538,112,11.664,"CPL",310058.98928,-678410.0491,2012
"NLA2012-LA-103",708,215,7.82,"CPL",340781.03075,-771414.8683,2012
"NLA2012-LA-104",691,66,16.16,"CPL",241396.0677,-574340.5598,2012
"NLA2012-LA-105",358,68,12.096,"CPL",309401.32353,-685799.2018,2012
"NLA2012-LA-106",1694,109,44,"CPL",400148.85688,-526603.8109,2012
"NLA2012-LA-109",1380,397,51.6,"CPL",449120.83751,-612753.0965,2012
"NLA2012-LA-134",795,198,8.72,"CPL",308970.06243,-845838.1207,2012
"NLA2012-LA-141",9500,3085,426,"CPL",414496.6349,-685988.4011,2012
"NLA2012-LA-152",708,45,47.1,"CPL",335556.01243,-738783.9854,2012
"NLA2012-LA-154",6544,1054,250,"CPL",208893.76918,-573354.1938,2012
"NLA2012-LA-155",352,23,5.26666666666667,"CPL",255888.92508,-546581.8539,2012
"NLA2012-LA-161",615,55,13.648,"CPL",313634.24523,-665990.5476,2012
"NLA2012-LA-172",1948,427,74,"CPL",463423.27075,-778681.6602,2012
"NLA2012-MA-101",224,36,15.5,"CPL",2067406.8559,754593.3488,2012
"NLA2012-MA-102",388,14,2.15466666666667,"NAP",2017023.6288,767589.97621,2012
"NLA2012-MA-103",395,15,4.68,"NAP",1854409.7672,763281.66366,2012
"NLA2012-MA-104",739,25,33.76,"NAP",1983699.8188,840223.87794,2012
"NLA2012-MA-105",325,24,6.34,"NAP",1918146.5459,817724.23886,2012
"NLA2012-MA-106",278,13,5.27384615384615,"NAP",1951049.9019,781397.60063,2012
"NLA2012-MA-108",474,48,18.1866666666667,"NAP",2041301.965,778345.42981,2012
"NLA2012-MA-109",261,7,1.472,"NAP",1908621.9358,757385.01435,2012
"NLA2012-MA-110",238,13,5.08,"NAP",1878794.5035,768458.77375,2012
"NLA2012-MA-111",224,29,5.53333333333333,"CPL",2067272.0144,760646.38265,2012
"NLA2012-MD-101",217,6,1.776,"SAP",1465851.384,381111.08102,2012
"NLA2012-MD-102",890,81,42.56,"SAP",1626846.4434,356791.33066,2012
"NLA2012-MD-103",271,5,0.842666666666667,"SAP",1417916.5347,370395.31058,2012
"NLA2012-MD-104",2343,165,118.8,"CPL",1751841.3219,286885.94891,2012
"NLA2012-MD-105",611,77,22.24,"CPL",1754048.4852,292872.06005,2012
"NLA2012-MD-108",570,42,26,"SAP",1605430.9023,342812.64018,2012
"NLA2012-MD-115",1547,87,105.6,"CPL",1682522.2651,266346.64863,2012
"NLA2012-MD-118",5800,50,3.68615384615385,"CPL",1709665.454,377336.04348,2012
"NLA2012-ME-R02",205,13,2.104,"NAP",2171773.5376,1092155.6289,2012
"NLA2012-ME-R03",239,12,3.208,"NAP",2007742.1417,1188711.289,2012
"NLA2012-ME-R06",180,9,1.012,"NAP",2046548.0604,1348870.9601,2012
"NLA2012-ME-R07",220,9,1.708,"NAP",2051198.6844,1281965.9664,2012
"NLA2012-ME-R08",230,10,1.588,"NAP",2168443.9721,1200300.979,2012
"NLA2012-ME-R10",153,10,0.932,"NAP",2046981.8193,1351459.542,2012
"NLA2012-ME-R11",329,17,4.208,"NAP",2108442.2653,1068833.067,2012
"NLA2012-ME-R15",145,12,1.38,"NAP",2068411.9939,1217736.7814,2012
"NLA2012-MI-101",604,15,2.808,"UMW",849583.7188,687457.75295,2012
"NLA2012-MI-102",588,46,33.44,"UMW",762591.96933,759419.75666,2012
"NLA2012-MI-103",581,29,2.56,"UMW",956663.95495,836385.79511,2012
"NLA2012-MI-104",619,18,5.176,"UMW",813060.42625,589017.37365,2012
"NLA2012-MI-105",546,44,12,"UMW",781312.10323,681610.44039,2012
